pub_date,headline,abstract,snippet,lead_paragraph,source,type_of_material,document_type,word_count,web_url,section_name,subsection_name,news_desk
2015-01-24T12:00:26Z,Sundance 2015: Documentaries Suddenly Made Timely,News events have made four nonfiction entries in the festival very relevant.,News events have made four nonfiction entries in the festival very relevant.,"PARK CITY, Utah – If timing is everything, then four documentary filmmakers are about to have a very good run in this resort town.",The New York Times,News,article,313,https://carpetbagger.blogs.nytimes.com/2015/01/24/sundance-2015-documentaries-suddenly-made-timely/,Arts,,Culture
2015-01-21T03:41:48Z,Transcript of Republican Response to 2015 State of the Union Address,"This is the transcript of the official Republican response to President Obama’s State of the Union address, as transcribed by the Federal News Service.","This is the transcript of the official Republican response to President Obama’s State of the Union address, as transcribed by the Federal News Service.","Following is the transcript of the official Republican response to President Obama’s State of the Union address, as transcribed by the Federal News Service.",The New York Times,News,article,1249,https://www.nytimes.com/2015/01/21/us/politics/republican-response-to-obamas-2015-state-of-the-union-address.html,U.S.,Politics,National
2015-01-20T16:48:58Z,Analysis of Obama’s State of the Union Address,"President Obama will deliver his State of the Union address Tuesday night, outlining his agenda in front of a joint session of Congress fully controlled by Republicans for the first time in his presidency.","President Obama will deliver his State of the Union address Tuesday night, outlining his agenda in front of a joint session of Congress fully controlled by Republicans for the first time in his presidency.","President Obama delivered his State of the Union address on Tuesday night, outlining his agenda in front of a joint session of Congress, which is fully controlled by Republicans for the first time in his presidency. ",The New York Times,News,article,7454,https://news.blogs.nytimes.com/2015/01/20/obama-2015-state-of-the-union-address-sotu-live/,Blogs,,""
2015-01-16T02:09:31Z,Need Some Espionage Done? Hackers Are for Hire Online,"No longer just the domain of intelligence agencies, “hacktivists” or criminal gangs, there is a growing cottage industry of ordinary people hiring hackers for much smaller acts of espionage.","No longer just the domain of intelligence agencies, “hacktivists” or criminal gangs, there is a growing cottage industry of ordinary people hiring hackers for much smaller acts of espionage.","A man in Sweden says he will pay up to $2,000 to anyone who can break into his landlord’s website. A woman in California says she will pay $500 for someone to hack into her boyfriend’s Facebook and Gmail accounts to see if he is cheating on her.",The New York Times,News,article,1323,https://dealbook.nytimes.com/2015/01/15/need-some-espionage-done-hackers-are-for-hire-online/,Business Day,,Business
2015-01-16T00:21:05Z,Unshackled Hacker Dons a White Hat,"In Michael Mann’s “Blackhat,” a hacker is provisionally released from prison to combat a cybercriminal who has sabotaged a nuclear plant and manipulated a financial market.","In Michael Mann’s “Blackhat,” a hacker is provisionally released from prison to combat a cybercriminal who has sabotaged a nuclear plant and manipulated a financial market.","Michael Mann’s thriller “Blackhat,” a story about the intersection of bodies and machines, is a spectacular work of unhinged moviemaking. By turns brutal and sentimental, lovely and lurid, as serious as the grave and blissfully preposterous, it combines a truckload of plot with many of the obsessions, tropes, sights and sounds that distinguish his other movies, from kinetic gun battles to cool beauties gazing into the distance in sunglasses. Here those beauties are a pair of improbable computer savants, played by Chris Hemsworth and Tang Wei, who race, jet and furiously bang on keyboards across the globe while chasing villainy, lines of code and millions in loot.",The New York Times,Review,article,1162,https://www.nytimes.com/2015/01/16/movies/blackhat-a-cyberthriller-starring-chris-hemsworth.html,Movies,,Weekend
2015-01-08T21:25:13Z,No Safety for Christians in the Mideast,"For decades, Christian communities in the Middle East have dwindled, and an acceleration of this trend is fundamentally rewriting the region's demography.","For decades, Christian communities in the Middle East have dwindled, and an acceleration of this trend is fundamentally rewriting the region's demography.","LONDON — It has been that time of year when Christians, in the West at least, gather to count their blessings. Churches more used to the murmured orisons of shrinking congregations suddenly fill with worshipers singing carols, punctuating less-spiritual rites of frenetic spending that mimic the feast days of the faithful — Black Friday, Cyber Monday.",International New York Times,News,article,648,https://www.nytimes.com/2015/01/09/world/europe/no-safety-for-christians-in-the-mideast.html,World,Europe,Foreign
2015-01-08T13:31:25Z,Daily Clip Report,"Good morning. Here is Daily Clip Report, a collection of articles about The Times and the media sent by email each morning to senior executives and newsroom editors. The email is produced by the Corporate Communications Department at The Times.","Good morning. Here is Daily Clip Report, a collection of articles about The Times and the media sent by email each morning to senior executives and newsroom editors. The email is produced by the Corporate Communications Department at The Times.","Good morning. Here is Daily Clip Report, a collection of articles about The Times and the media sent by email each morning to senior executives and newsroom editors. The email is produced by the Corporate Communications Department at The Times.",The New York Times,News,article,214,https://www.nytimes.com/times-insider/2015/01/08/daily-clip-report-98/,Blogs,,""
2015-01-07T21:01:13Z,F.B.I. Says Little Doubt North Korea Hit Sony ,"Instead of routing their attacks through decoy servers, the hackers sent them directly from web addresses in North Korea, the F.B.I. said. But some skeptics still wanted to see the agency’s evidence.","Instead of routing their attacks through decoy servers, the hackers sent them directly from web addresses in North Korea, the F.B.I. said. But some skeptics still wanted to see the agency’s evidence.","WASHINGTON — The F.B.I.’s director, James B. Comey, said on Wednesday that the United States had concluded that North Korea was behind the destructive attacks on Sony Pictures partly because the hackers failed to mask their location when they broke into the company’s servers. ",The New York Times,News,article,1074,https://www.nytimes.com/2015/01/08/business/chief-says-fbi-has-no-doubt-that-north-korea-attacked-sony.html,Business Day,,Business
2015-01-06T11:22:06Z,University in Xi’an Opens School of Cyberengineering,"The move by Xidian University, with more than 30,000 students on two campuses, was a sign that cybersecurity had become an increasingly important academic discipline for the Chinese government and military.","The move by Xidian University, with more than 30,000 students on two campuses, was a sign that cybersecurity had become an increasingly important academic discipline for the Chinese government and military.","Xidian University, with more than 30,000 students on two campuses in the ancient city of Xi’an, has a storied history. The original academy was personally established by Mao Zedong in 1931, when the Communist Party and Red Army were leading an insurgent movement to overthrow the Kuomintang government. Based in Jiangxi Province, where the Communists had their headquarters for a period, the school’s mission was to train radio operators for the military. Mao had set it up in his role as head of the party’s Central Military Commission.",The New York Times,News,article,747,https://sinosphere.blogs.nytimes.com/2015/01/06/university-in-xian-opens-school-of-cyberengineering/,World,Asia Pacific,Foreign
2014-12-24T02:25:17Z,Countering Cyberattacks Without a Playbook,"Because there are no international treaties or norms about how to use digital weapons, there are no rules about how to fight conflicts like the one spawned by the digital attack on Sony Pictures.","Because there are no international treaties or norms about how to use digital weapons, there are no rules about how to fight conflicts like the one spawned by the digital attack on Sony Pictures.","WASHINGTON — For years now, the Obama administration has warned of the risks of a “cyber-Pearl Harbor,” a nightmare attack that takes out America’s power grids and cellphone networks and looks like the opening battle in a full-scale digital war. ",The New York Times,News Analysis,article,1144,https://www.nytimes.com/2014/12/24/world/asia/countering-cyberattacks-without-a-playbook.html,World,Asia Pacific,Foreign
2014-12-21T16:00:39Z,Obama does not consider Sony hack an act of war-CNN interview,"President Barack Obama, in a CNN interview, says he does not consider the cyber attack on Sony which the U.S. blames on North Korea ""an act of war. Mana Rabie reports.","President Barack Obama, in a CNN interview, says he does not consider the cyber attack on Sony which the U.S. blames on North Korea ""an act of war. Mana Rabie reports.","President Barack Obama, in a CNN interview, says he does not consider the cyber attack on Sony which the U.S. blames on North Korea ""an act of war. Mana Rabie reports.",Reuters,Video,multimedia,0,https://www.nytimes.com/video/multimedia/100000003383618/obama-does-not-consider-sony-hack-an-act-of-war-cnn-interview.html,Multimedia/Photos,,""
2014-12-21T15:58:46Z,Obama does not consider Sony hack an act of war-CNN interview,"President Barack Obama, in a CNN interview, says he does not consider the cyber attack on Sony which the U.S. blames on North Korea ""an act of war. Mana Rabie reports.","President Barack Obama, in a CNN interview, says he does not consider the cyber attack on Sony which the U.S. blames on North Korea ""an act of war. Mana Rabie reports.","President Barack Obama, in a CNN interview, says he does not consider the cyber attack on Sony which the U.S. blames on North Korea ""an act of war. Mana Rabie reports.",Reuters,Video,multimedia,0,https://www.nytimes.com/video/multimedia/100000003383614/obama-does-not-consider-sony-hack-an-act-of-war-cnn-interview.html,Multimedia/Photos,,""
2014-12-20T20:52:18Z,U.S. Asks China to Help Rein In Korean Hackers,"As part of its response to the cyberattack on Sony Pictures, the Obama administration has asked China to assist in blocking North Korea’s ability to launch such attacks.","As part of its response to the cyberattack on Sony Pictures, the Obama administration has asked China to assist in blocking North Korea’s ability to launch such attacks.","WASHINGTON — The Obama administration has sought China’s help in recent days in blocking North Korea’s ability to launch cyberattacks, the first steps toward the “proportional response” President Obama vowed to make the North pay for the assault on Sony Pictures — and as part of a campaign to issue a broader warning against future hacking, according to senior administration officials.",The New York Times,News,article,1285,https://www.nytimes.com/2014/12/21/world/asia/us-asks-china-to-help-rein-in-korean-hackers.html,World,Asia Pacific,Foreign
2014-12-19T22:48:27Z,Millennials and the Age of Tumblr Activism,A generation called apathetic is speaking out on Tumblr.,A generation called apathetic is speaking out on Tumblr.,"On a recent day, the feed of a Tumblr blog called Black Culture featured a drawing of Lupita Nyong’o, a video of a protest at William Paterson University and a text that read, “black lives > white feelings.” The blog FreeQuency Frequently Writes posted a Tweet from Solange Knowles decrying depictions of outspoken women, while another called Soul Revision turned up a post with the hashtags #SeasonOfInconvenience and #BlackLivesMatter.",The New York Times,News,article,1120,https://www.nytimes.com/2014/12/21/style/millennials-and-the-age-of-tumblr-activism.html,Style,,Styles
2014-12-19T22:38:47Z,Obama vows response to North Korea over attack,"In his end of the year news conference, U.S. President Barack Obama says the U.S. will send a ""proportional"" response to North Korea for a devastating cyber attack on Sony Pictures. Mana Rabiee reports.","In his end of the year news conference, U.S. President Barack Obama says the U.S. will send a ""proportional"" response to North Korea for a devastating cyber attack on Sony Pictures. Mana Rabiee reports.","In his end of the year news conference, U.S. President Barack Obama says the U.S. will send a ""proportional"" response to North Korea for a devastating cyber attack on Sony Pictures. Mana Rabiee reports.",Reuters,Video,multimedia,0,https://www.nytimes.com/video/multimedia/100000003340191/obama-vows-response-to-north-korea-over-attack.html,Multimedia/Photos,,""
2014-12-19T19:25:57Z,Obama Says U.S. Will Respond to North Korean Cyberattack,"President Obama decided not to tip his hand about how the United States would respond to the Sony hacking attack, but he left no doubt he would do something.","President Obama decided not to tip his hand about how the United States would respond to the Sony hacking attack, but he left no doubt he would do something.","President Obama decided not to tip his hand about how the United States would respond to the Sony cyberattack, but he left no doubt he would do something. ",The New York Times,News,article,179,https://www.nytimes.com/politics/first-draft/2014/12/19/obama-says-u-s-will-respond-to-north-korean-cyber-attack/,U.S.,Politics,""
2014-12-18T19:06:03Z,White House: Cyber attacks “serious national security matter”,The White House says a cyber attack on Sony is “being treated as a serious national security matter.” Rough Cut (no reporter narration).,The White House says a cyber attack on Sony is “being treated as a serious national security matter.” Rough Cut (no reporter narration).,The White House says a cyber attack on Sony is “being treated as a serious national security matter.” Rough Cut (no reporter narration).,Reuters,Video,multimedia,0,https://www.nytimes.com/video/multimedia/100000003335071/white-house-cyber-attacks-serious-national-security-matter.html,Multimedia/Photos,,""
2014-12-15T21:16:53Z,Why We Don’t Offer Black Friday Discounts,"Instead of putting stuff on sale, we came up with an exclusive, limited-edition collection of products — at their regular prices.","Instead of putting stuff on sale, we came up with an exclusive, limited-edition collection of products — at their regular prices.","On the Monday before Black Friday, one of our longtime retail employees came into my office seeking advice. She was thinking about creating a Facebook post aimed at our local customers and offering some secret in-store-only specials on Black Friday. She knew we shied away from discounts at Jimmy Beans Wool, but she wanted to double-check.",The New York Times,News,article,656,https://boss.blogs.nytimes.com/2014/12/15/why-we-dont-offer-black-friday-discounts/,Business Day,Entrepreneurship,Business
2014-12-11T18:12:37Z,Teaching About Cybersecurity: Taking Steps to Improve Online Safety and Prevent Data Breaches,"In this lesson, students will learn about the extent of cyberattacks just in the past year and the risks they pose for companies, governments and individuals.","In this lesson, students will learn about the extent of cyberattacks just in the past year and the risks they pose for companies, governments and individuals.","Overview | From data breaches at Target, Home Depot, JPMorgan and even the White House to celebrities’ stolen photos, cybersecurity and online privacy have been making the headlines every week. But how do data breaches at companies and government institutions affect individuals? What can individuals do to enhance their digital security? ",The New York Times,News,article,1500,https://learning.blogs.nytimes.com/2014/12/11/teaching-about-cybersecurity-taking-steps-to-improve-online-safety-and-prevent-data-breaches/,Education,,""
2014-12-11T01:59:26Z,Sony Hack Reveals Email Crossfire Over Angelina Jolie and Steve Jobs Movie,"Among the information spilled forth in a breach of Sony’s studio, perhaps nothing has riveted Hollywood more than a humiliating email exchange about Angelina Jolie.","Among the information spilled forth in a breach of Sony’s studio, perhaps nothing has riveted Hollywood more than a humiliating email exchange about Angelina Jolie.",LOS ANGELES — Salaries of its top executives. Unpublished scripts. Sensitive contracts. Aliases that stars use to check into hotels. ,The New York Times,News,article,1196,https://www.nytimes.com/2014/12/11/business/media/emails-from-hacking-reveal-sonys-dirty-laundry.html,Business Day,Media,Business
2014-12-07T01:25:57Z,Ted Cruz’s Stand on Online Tax Is Unwelcome on Main St.,"Senator Ted Cruz, of Texas, is opposed to federal legislation that would require online retailers to collect sales tax for the states where those customers reside.","Senator Ted Cruz, of Texas, is opposed to federal legislation that would require online retailers to collect sales tax for the states where those customers reside.","AUSTIN, Tex. — Who knew a conservative politician could get criticized by business for opposing a tax bill?",The New York Times,News,article,741,https://www.nytimes.com/2014/12/07/us/ted-cruzs-stand-on-online-tax-is-unwelcome-on-main-st.html,U.S.,,National
2014-12-04T07:38:08Z,Sony stays strong post-cyber attack,"Sony may be grappling with a drama over the hacking of its computer systems, but its share price looks solid thanks to restructuring efforts. Tara Joseph reports.","Sony may be grappling with a drama over the hacking of its computer systems, but its share price looks solid thanks to restructuring efforts. Tara Joseph reports.","Sony may be grappling with a drama over the hacking of its computer systems, but its share price looks solid thanks to restructuring efforts. Tara Joseph reports.",Reuters,Video,multimedia,0,https://www.nytimes.com/video/multimedia/100000003270213/sony-stays-strong-post-cyber-attack.html,Multimedia/Photos,,""
2014-12-03T02:31:27Z,Hacked vs. Hackers: Game On,"There has been an awakening that online threats are real and growing worse, and that the prevailing “patch and pray” approach to computer security will not do.","There has been an awakening that online threats are real and growing worse, and that the prevailing “patch and pray” approach to computer security will not do.","SAN FRANCISCO — Paul Kocher, one of the country’s leading cryptographers, says he thinks the explanation for the world’s dismal state of digital security may lie in two charts.",The New York Times,News,article,1976,https://bits.blogs.nytimes.com/2014/12/02/hacked-vs-hackers-game-on/,Technology,,Business
2014-12-01T20:33:11Z,The Secret Life of Passwords: Reporter’s Notebook,Ian Urbina describes how he reported his Times Magazine story “The Secret Life of Passwords.”,Ian Urbina describes how he reported his Times Magazine story “The Secret Life of Passwords.”,"Ian Urbina wrote an article about the secret life of passwords for the Nov. 23 Times Magazine. Interactive videos accompanied the piece, and The Times invited readers to share stories about their passwords. Here, Mr. Urbina provides a sense of the story behind the story. ",The New York Times,News,article,829,https://www.nytimes.com/times-insider/2014/12/01/the-secret-life-of-passwords-reporters-notebook/,Blogs,,""
2014-11-11T17:16:24Z,Today in Small Business: An S.E.O. Challenge,Military-friendly companies. Could a drop in lending be good news for small businesses? Is Igor Pasternak on the verge of revolutionizing shipping?,Military-friendly companies. Could a drop in lending be good news for small businesses? Is Igor Pasternak on the verge of revolutionizing shipping?,"What’s affecting me, my clients and other small-business owners today.",The New York Times,News,article,470,https://boss.blogs.nytimes.com/2014/11/11/today-in-small-business-an-s-e-o-challenge/,Business Day,Entrepreneurship,Business
2014-11-10T01:39:08Z,"On the Hunt for Wall St. Hackers, but Not the Spotlight","Lawrence Baldwin is one of the more well-known and valuable allies of financial institutions in their fight against online crime, but the nature of his work means he keeps a very low profile.","Lawrence Baldwin is one of the more well-known and valuable allies of financial institutions in their fight against online crime, but the nature of his work means he keeps a very low profile.",Lawrence Baldwin is a dark hero of the Internet whom you have probably never heard of — and for good reason.,The New York Times,News,article,1161,https://dealbook.nytimes.com/2014/11/09/on-the-hunt-for-hackers-but-not-the-spotlight/,Business Day,,Business
2014-10-31T14:24:50Z,Luck Played Role in Discovery of Data Breach at JPMorgan Affecting Millions,The bank was able to identify intruders on its network by looking for digital fingerprints seen on a trove of stolen data uncovered elsewhere.,The bank was able to identify intruders on its network by looking for digital fingerprints seen on a trove of stolen data uncovered elsewhere.," When it comes to defending a large company against an online attack, sometimes luck and timing can mean as much as spending hundreds of millions of dollars a year on computer security.",The New York Times,News,article,1311,https://dealbook.nytimes.com/2014/10/31/discovery-of-jpmorgan-cyberattack-aided-by-company-that-runs-race-website-for-bank/,Business Day,,Business
2014-10-31T02:08:20Z,New Russian Boldness Revives a Cold War Tradition: Testing the Other Side ,"A breach of a White House computer system and military flights skirting NATO territory could be “message-sending by Putin, and it’s dangerous,” a defense official said.","A breach of a White House computer system and military flights skirting NATO territory could be “message-sending by Putin, and it’s dangerous,” a defense official said.","WASHINGTON — When the White House discovered in recent weeks that its unclassified computer systems had been breached, intelligence officials examined the digital evidence and focused on a prime suspect: Russia, which they believe is using its highly sophisticated cyber capabilities to test American defenses. But its tracks were well covered, and officials say they may never know for sure.",The New York Times,News,article,1099,https://www.nytimes.com/2014/10/31/world/europe/new-russian-boldness-revives-a-cold-war-tradition-testing-the-other-side-.html,World,Europe,Foreign
2014-10-30T19:20:31Z,Holiday Movie Release Schedule,Movies releasing in November and December of the holiday season.,Movies releasing in November and December of the holiday season.,All dates subject to change.,The New York Times,Schedule,article,8085,https://www.nytimes.com/2014/11/02/movies/sit-down-relax-and-enjoy-the-snow.html,Movies,,Arts&Leisure
2014-10-24T19:39:04Z,"In Closed, Cautious Trading Systems, Trust Finds an Opening","Though defending and regaining investor trust isn’t easy, there are consequences when it crumbles. (This content was not produced by the news or editorial staffs of The New York Times.)","Though defending and regaining investor trust isn’t easy, there are consequences when it crumbles. (This content was not produced by the news or editorial staffs of The New York Times.)","",,,paidpost,1240,https://www.nytimes.com/paidpost/thomsonreuters/in-closed-cautious-trading-systems-trust-finds-an-opening.html,T Brand,,""
2014-10-21T20:57:13Z,"After JPMorgan Chase Breach, Push to Close Wall St. Security Gaps","Regulators are said to be discussing how to improve a critical area of cybersecurity: outside vendors, including law, accounting and marketing firms and even janitorial companies.","Regulators are said to be discussing how to improve a critical area of cybersecurity: outside vendors, including law, accounting and marketing firms and even janitorial companies.",This summer’s huge cyberattack on JPMorgan Chase and a dozen other financial institutions is accelerating efforts by federal and state authorities to push banks and brokerage firms to close some gaping holes in their defenses.,The New York Times,News,article,1345,https://dealbook.nytimes.com/2014/10/21/after-jpmorgan-cyberattack-a-push-to-fortify-wall-street-banks/,Business Day,,Business
2014-10-16T15:32:34Z,Today in Small Business: Forget Résumés. Try Videos,What does Wall Street know that the rest of us don’t? Are most Airbnb listings illegal? Why are sandwich makers signing noncompete agreements?,What does Wall Street know that the rest of us don’t? Are most Airbnb listings illegal? Why are sandwich makers signing noncompete agreements?,"What’s affecting me, my clients and other small-business owners today.",The New York Times,News,article,335,https://boss.blogs.nytimes.com/2014/10/16/today-in-small-business-forget-resumes-try-videos/,Business Day,Entrepreneurship,Business
2014-10-05T11:38:32Z,Updates From Hong Kong Protests,"After a week of demonstrations, the Hong Kong government has set a Monday morning deadline for the police to clear away pro-democracy demonstrators who have blocked offices, including its own headquarters.","After a week of demonstrations, the Hong Kong government has set a Monday morning deadline for the police to clear away pro-democracy demonstrators who have blocked offices, including its own headquarters.",Note to Readers: All timestamps are Eastern Standard Time.,The New York Times,News,article,4903,https://news.blogs.nytimes.com/2014/10/05/live-updates-from-hong-kong-protests-on-oct-5/,Blogs,,""
2014-10-02T16:50:11Z,JPMorgan Chase Hacking Affects 76 Million Households,The disclosure by the bank dwarfs earlier estimates that attackers had gained access to roughly one million customer accounts.,The disclosure by the bank dwarfs earlier estimates that attackers had gained access to roughly one million customer accounts.," A cyberattack this summer on JPMorgan Chase compromised the accounts of 76 million households and seven million small businesses, a tally that dwarfs previous estimates by the bank and puts the intrusion among the largest ever.",The New York Times,News,article,986,https://dealbook.nytimes.com/2014/10/02/jpmorgan-discovers-further-cyber-security-issues/,Business Day,,Business
2014-09-29T11:00:21Z,Protecting Your Business From a Data Breach,Small businesses generally are even more vulnerable than large companies.,Small businesses generally are even more vulnerable than large companies.,"This year, Home Depot’s in-store payment system was hacked in what may have been the largest data breach of a retail company’s computer network. It is unlikely to be the last.",The New York Times,News,article,884,https://boss.blogs.nytimes.com/2014/09/29/protecting-your-business-from-a-data-breach/,Business Day,Entrepreneurship,Business
2014-09-28T22:51:43Z,China's Fruitless Repression of the Uighurs,"Ilham Tohti's only ""crime"" was to advocate for China's own policies for autonomy for ethnic minorities.","Ilham Tohti's only ""crime"" was to advocate for China's own policies for autonomy for ethnic minorities.","Last week, a court in China’s far western Xinjiang region sentenced Ilham Tohti, a member of the Uighur minority, to life in prison for the crime of “inciting separatism.” The conviction of this moderate scholar elicited international condemnation; the sentence was an order of magnitude longer than those given to other Chinese dissidents. But, far from being a show of strength, the sentence is a sign of the confusion and desperation behind the government’s policies toward Uighurs.",The New York Times,Op-Ed,article,936,https://www.nytimes.com/2014/09/29/opinion/chinas-fruitless-repression-of-the-uighurs.html,Opinion,,OpEd
2014-09-27T18:03:23Z,"Narendra Modi, in U.N. Speech, Inserts India Into Terrorism Fight",Indian’s prime minister made his first speech at the United Nations General Assembly.,Indian’s prime minister made his first speech at the United Nations General Assembly.,"Prime Minister Narendra Modi of India reminded the world on Saturday of his country’s abiding battle against extremist groups, and took a swipe at countries that give them shelter before capping his speech with a call for an International Yoga Day.",The New York Times,News,article,816,https://www.nytimes.com/news/un-general-assembly/2014/09/27/narendra-modi-in-u-n-speech-inserts-india-into-terrorism-fight/,World,,""
2014-09-22T23:45:10Z,How a Times Cybersecurity Reporter Protects Her Data. And What You Can Do to Protect Yours.,"Times technology reporter Nicole Perlroth shares her thoughts on cybersecurity, on how she protects her online identity, and how you should protect yours.","Times technology reporter Nicole Perlroth shares her thoughts on cybersecurity, on how she protects her online identity, and how you should protect yours.",Nicole Perlroth covers cybersecurity and privacy. Last week she wrote on Home Depot’s confirmation that hackers had broken into its in-store payments systems in what could be the largest-known breach of a retail company’s computer network. She shares her thoughts on security and personal data with Times Insiders. ,The New York Times,News,article,818,https://www.nytimes.com/times-insider/2014/09/22/how-a-times-cyber-security-reporter-protects-her-data-and-what-you-can-do-to-protect-yours/,Blogs,,""
2014-09-09T17:57:29Z,Apple’s Live-Streaming Is Terrible,"While the company makes its much-anticipated announcements about its new products, it seems to be having a lot of trouble with the live-streaming of the event.","While the company makes its much-anticipated announcements about its new products, it seems to be having a lot of trouble with the live-streaming of the event.","Finally, Apple’s product announcements have arrived. But for anyone wanting to watch the live-streaming, well, it’s extremely awkward.",The New York Times,News,article,234,https://bits.blogs.nytimes.com/2014/09/09/apples-live-streaming-is-terrible/,Technology,,Business
2014-09-05T06:53:14Z,Weighing In on Paid Interethnic Marriages in Xinjiang,"In an effort to defuse ethnic tensions, a county in a Western region of China is trying to encourage marriage between Uighurs and Han by offering cash and other incentives. Two experts put the efforts into context.","In an effort to defuse ethnic tensions, a county in a Western region of China is trying to encourage marriage between Uighurs and Han by offering cash and other incentives. Two experts put the efforts into context.","This week, The New York Times reported on officials in a county in the western region of Xinjiang offering cash and other incentives to encourage more interethnic marriages, with the goal of defusing ethnic tensions. Many Chinese officials are concerned about increasingly violent conflicts between Uighurs, a Turkic-speaking, mostly Muslim people who populate large parts of Xinjiang, and the Han, the dominant ethnicity in China. At a two-day work forum on Xinjiang in May, President Xi Jinping called for new policies to better assimilate Uighurs into mainstream Chinese society.",The New York Times,News,article,952,https://sinosphere.blogs.nytimes.com/2014/09/05/weighing-in-on-paid-interethnic-marriages-in-xinjiang/,World,Asia Pacific,Foreign
2014-09-01T00:17:32Z,NATO Set to Ratify Pledge on Joint Defense in Case of Major Cyberattack,"For the first time, a cyberattack on any of the 28 NATO nations could be declared an attack on all of them, much like a ground invasion or an airborne bombing.","For the first time, a cyberattack on any of the 28 NATO nations could be declared an attack on all of them, much like a ground invasion or an airborne bombing.","BRUSSELS — When President Obama meets with other NATO leaders later this week, they are expected to ratify what seems, at first glance, a far-reaching change in the organization’s mission of collective defense: For the first time, a cyberattack on any of the 28 NATO nations could be declared an attack on all of them, much like a ground invasion or an airborne bombing.",The New York Times,News,article,1052,https://www.nytimes.com/2014/09/01/world/europe/nato-set-to-ratify-pledge-on-joint-defense-in-case-of-major-cyberattack.html,World,Europe,Foreign
2014-08-29T21:18:45Z,Fighting Credit Card Fraud,The chief executive of the Electronic Transactions Association discusses efforts to thwart cyber thieves.,The chief executive of the Electronic Transactions Association discusses efforts to thwart cyber thieves.,To the Editor:,The New York Times,Letter,article,169,https://www.nytimes.com/2014/08/30/opinion/fighting-credit-card-fraud.html,Opinion,,Letters
2014-08-28T15:03:06Z,JPMorgan Chase confirms possible cyber attack,"Attackers stole checking and savings account information and lots of other data from JPMorgan Chase, according to the New York Times. Other banks are believed to be victims as well. Fred Katayama reports.","Attackers stole checking and savings account information and lots of other data from JPMorgan Chase, according to the New York Times. Other banks are believed to be victims as well. Fred Katayama reports.","Attackers stole checking and savings account information and lots of other data from JPMorgan Chase, according to the New York Times. Other banks are believed to be victims as well. Fred Katayama reports.",Reuters,Video,multimedia,0,https://www.nytimes.com/video/multimedia/100000003079585/jpmorgan-chase-confirms-possible-cyber-attack.html,Multimedia/Photos,,""
2014-08-28T14:53:07Z,JPMorgan Chase confirms possible cyber attack,"Attackers stole checking and savings account information and lots of other data from JPMorgan Chase, according to the New York Times. Other banks are believed to be victims as well. Fred Katayama reports.","Attackers stole checking and savings account information and lots of other data from JPMorgan Chase, according to the New York Times. Other banks are believed to be victims as well. Fred Katayama reports.","Attackers stole checking and savings account information and lots of other data from JPMorgan Chase, according to the New York Times. Other banks are believed to be victims as well. Fred Katayama reports.",Reuters,Video,multimedia,0,https://www.nytimes.com/video/multimedia/100000003079573/jpmorgan-chase-confirms-possible-cyber-attack.html,Multimedia/Photos,,""
2014-08-26T14:00:05Z,Does Where You Live Make a Difference in How and What You Write?,Mohsin Hamid and Thomas Mallon discuss how where they’ve lived has affected their work.,Mohsin Hamid and Thomas Mallon discuss how where they’ve lived has affected their work.,"Each week in Bookends, two writers take on questions about the world of books. This week, Mohsin Hamid and Thomas Mallon discuss how where they’ve lived has affected their work.",The New York Times,News,article,1495,https://www.nytimes.com/2014/08/31/books/review/does-where-you-live-make-a-difference-in-how-and-what-you-write.html,Books,Book Review,BookReview
2014-08-24T11:00:12Z,"Hackers Target Video Games for Fun, Profit and Better Scores","Sophisticated hackers are infiltrating video game makers not only to steal credit card numbers, passwords and trade secrets, but also, it turns out, simply for the virtual street cred.","Sophisticated hackers are infiltrating video game makers not only to steal credit card numbers, passwords and trade secrets, but also, it turns out, simply for the virtual street cred.","Hackers are breaking into American companies for credit card numbers, passwords, trade secrets and — it turns out — for phony video game scores.",The New York Times,News,article,764,https://bits.blogs.nytimes.com/2014/08/24/hackers-target-video-games-for-fun-profit-and-better-scores/,Technology,,Business
2014-08-18T19:39:31Z,Hack of Community Health Systems Affects 4.5 Million Patients,"On Monday, a hospital network said personal data for 4.5 million patients had been stolen in a cyberattack by a group based in China.","On Monday, a hospital network said personal data for 4.5 million patients had been stolen in a cyberattack by a group based in China.","Community Health Systems, a publicly traded hospital operator based in Franklin, Tenn., said that personal data, including names, Social Security numbers and addresses, for 4.5 million patients had been compromised in a Chinese cyberattack on its systems from April to June.",The New York Times,News,article,334,https://bits.blogs.nytimes.com/2014/08/18/hack-of-community-health-systems-affects-4-5-million-patients/,Technology,,Business
2014-07-12T00:46:15Z,Chinese Businessman Is Charged in Plot to Steal U.S. Military Data,"The owner of a Chinese aviation company spent years taking data from Boeing on military aircraft and weapons, the Justice Department said.","The owner of a Chinese aviation company spent years taking data from Boeing on military aircraft and weapons, the Justice Department said.","WASHINGTON — A Chinese businessman in Canada hacked into Boeing’s computers and stole information about United States military aircraft and weapons, the Justice Department said on Friday, describing a corporate espionage case that is unusual for the huge amount of data involved.",The New York Times,News,article,621,https://www.nytimes.com/2014/07/12/business/chinese-businessman-is-charged-in-plot-to-steal-us-military-data.html,Business Day,,Business
